id,firstname,surname,birth_date,death_date,born_country,born_country_code,born_city,died_country,died_country_code,died_city,gender,award_year,category,overall_motivation,share,motivation,name,city,country,birth_year,age_at_award,decade,motivation_clean
215,Richard L.M.,Synge,1914-10-28,1994-08-18,United Kingdom,GB,Liverpool,United Kingdom,GB,Norwich,Male,1952,Chemistry,,2,"""for their invention of partition chromatography""",Rowett Research Institute,Bucksburn (Scotland),United Kingdom,1914,38,1950,for their invention of partition chromatography
216,Hermann,Staudinger,1881-03-23,1965-09-08,Germany,DE,Worms,West Germany (now Germany),DE,Freiburg im Breisgau,Male,1953,Chemistry,,1,"""for his discoveries in the field of macromolecular chemistry""",University of Freiburg,Breisgau,Germany,1881,72,1950,for his discoveries in the field of macromolecular chemistry
217,Linus,Pauling,1901-02-28,1994-08-19,USA,US,Portland OR,USA,US,Big Sur CA,Male,1962,Peace,,1,"""for his fight against the nuclear arms race between East and West""",California Institute of Technology (Caltech),Pasadena CA,USA,1901,61,1960,for his fight against the nuclear arms race between east and west
217,Linus,Pauling,1901-02-28,1994-08-19,USA,US,Portland OR,USA,US,Big Sur CA,Male,1954,Chemistry,,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",California Institute of Technology (Caltech),Pasadena CA,USA,1901,53,1950,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances
218,Vincent,du Vigneaud,1901-05-18,1978-12-11,USA,US,Chicago IL,USA,US,White Plains NY,Male,1955,Chemistry,,1,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",Cornell University,Ithaca NY,USA,1901,54,1950,for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone
219,Sir Cyril,Hinshelwood,1897-05-19,1967-10-09,United Kingdom,GB,London,United Kingdom,GB,London,Male,1956,Chemistry,,2,"""for their researches into the mechanism of chemical reactions""",University of Oxford,Oxford,United Kingdom,1897,59,1950,for their researches into the mechanism of chemical reactions
220,Nikolay,Semenov,1896-04-03,1986-09-25,Russia,RU,Saratov,USSR (now Russia),RU,Moscow,Male,1956,Chemistry,,2,"""for their researches into the mechanism of chemical reactions""",Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,USSR (now Russia),1896,60,1950,for their researches into the mechanism of chemical reactions
221,Lord,Todd,1907-10-02,1997-01-10,Scotland,GB,Glasgow,United Kingdom,GB,Cambridge,Male,1957,Chemistry,,1,"""for his work on nucleotides and nucleotide co-enzymes""",University of Cambridge,Cambridge,United Kingdom,1907,50,1950,for his work on nucleotides and nucleotide co enzymes
222,Frederick,Sanger,1918-08-13,2013-11-19,United Kingdom,GB,Rendcombe,United Kingdom,GB,Cambridge,Male,1958,Chemistry,,1,"""for his work on the structure of proteins especially that of insulin""",University of Cambridge,Cambridge,United Kingdom,1918,40,1950,for his work on the structure of proteins especially that of insulin
222,Frederick,Sanger,1918-08-13,2013-11-19,United Kingdom,GB,Rendcombe,United Kingdom,GB,Cambridge,Male,1980,Chemistry,,4,"""for their contributions concerning the determination of base sequences in nucleic acids""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1918,62,1980,for their contributions concerning the determination of base sequences in nucleic acids
223,Jaroslav,Heyrovsky,1890-12-20,1967-03-27,Austria-Hungary (now Czech Republic),CZ,Prague,Czechoslovakia (now Czech Republic),CZ,Prague,Male,1959,Chemistry,,1,"""for his discovery and development of the polarographic methods of analysis""",Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia (now Czech Republic),1890,69,1950,for his discovery and development of the polarographic methods of analysis
224,Willard F.,Libby,1908-12-17,1980-09-08,USA,US,Grand Valley CO,USA,US,Los Angeles CA,Male,1960,Chemistry,,1,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",University of California,Los Angeles CA,USA,1908,52,1960,for his method to use carbon 14 for age determination in archaeology geology geophysics and other branches of science
225,Melvin,Calvin,1911-04-08,1997-01-08,USA,US,St. Paul MN,USA,US,Berkeley CA,Male,1961,Chemistry,,1,"""for his research on the carbon dioxide assimilation in plants""",University of California,Berkeley CA,USA,1911,50,1960,for his research on the carbon dioxide assimilation in plants
226,Max F.,Perutz,1914-05-19,2002-02-06,Austria,AT,Vienna,United Kingdom,GB,Cambridge,Male,1962,Chemistry,,2,"""for their studies of the structures of globular proteins""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1914,48,1960,for their studies of the structures of globular proteins
227,John C.,Kendrew,1917-03-24,1997-08-23,United Kingdom,GB,Oxford,United Kingdom,GB,Cambridge,Male,1962,Chemistry,,2,"""for their studies of the structures of globular proteins""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1917,45,1960,for their studies of the structures of globular proteins
228,Karl,Ziegler,1898-11-26,1973-08-12,Germany,DE,Helsa,West Germany (now Germany),DE,Mülheim,Male,1963,Chemistry,,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,1898,65,1960,for their discoveries in the field of the chemistry and technology of high polymers
229,Giulio,Natta,1903-02-26,1979-05-02,Italy,IT,Imperia,Italy,IT,Bergamo,Male,1963,Chemistry,,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",Institute of Technology,Milan,Italy,1903,60,1960,for their discoveries in the field of the chemistry and technology of high polymers
230,Dorothy Crowfoot,Hodgkin,1910-05-12,1994-07-29,Egypt,EG,Cairo,United Kingdom,GB,Shipston-on-Stour,Female,1964,Chemistry,,1,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",University of Oxford Royal Society,Oxford,United Kingdom,1910,54,1960,for her determinations by x ray techniques of the structures of important biochemical substances
231,Robert B.,Woodward,1917-04-10,1979-07-08,USA,US,Boston MA,USA,US,Cambridge MA,Male,1965,Chemistry,,1,"""for his outstanding achievements in the art of organic synthesis""",Harvard University,Cambridge MA,USA,1917,48,1960,for his outstanding achievements in the art of organic synthesis
232,Robert S.,Mulliken,1896-06-07,1986-10-31,USA,US,Newburyport MA,USA,US,Arlington VA,Male,1966,Chemistry,,1,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",University of Chicago,Chicago IL,USA,1896,70,1960,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method
233,Manfred,Eigen,1927-05-09,2019-02-06,Germany,DE,Bochum,Germany,DE,Göttingen,Male,1967,Chemistry,,2,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,1927,40,1960,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy
234,Ronald G.W.,Norrish,1897-11-09,1978-06-07,United Kingdom,GB,Cambridge,United Kingdom,GB,Cambridge,Male,1967,Chemistry,,4,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",Institute of Physical Chemistry,Cambridge,United Kingdom,1897,70,1960,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy
235,George,Porter,1920-12-06,2002-08-31,United Kingdom,GB,Stainforth,United Kingdom,GB,Canterbury,Male,1967,Chemistry,,4,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",Royal Institution of Great Britain,London,United Kingdom,1920,47,1960,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy
236,Lars,Onsager,1903-11-27,1976-10-05,Norway,NO,Kristiania (now Oslo),USA,US,Coral Gables FL,Male,1968,Chemistry,,1,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",Yale University,New Haven CT,USA,1903,65,1960,for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes
237,Derek,Barton,1918-09-08,1998-03-16,United Kingdom,GB,Gravesend,USA,US,College Station TX,Male,1969,Chemistry,,2,"""for their contributions to the development of the concept of conformation and its application in chemistry""",Imperial College,London,United Kingdom,1918,51,1960,for their contributions to the development of the concept of conformation and its application in chemistry
238,Odd,Hassel,1897-05-17,1981-05-11,Norway,NO,Kristiania (now Oslo),Norway,NO,Oslo,Male,1969,Chemistry,,2,"""for their contributions to the development of the concept of conformation and its application in chemistry""",University of Oslo,Oslo,Norway,1897,72,1960,for their contributions to the development of the concept of conformation and its application in chemistry
239,Luis,Leloir,1906-09-06,1987-12-02,France,FR,Paris,Argentina,AR,Buenos Aires,Male,1970,Chemistry,,1,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",Institute for Biochemical Research,Buenos Aires,Argentina,1906,64,1970,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates
240,Gerhard,Herzberg,1904-12-25,1999-03-03,Germany,DE,Hamburg,Canada,CA,Ottawa,Male,1971,Chemistry,,1,"""for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals""",National Research Council of Canada,Ottawa,Canada,1904,67,1970,for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals
241,Christian,Anfinsen,1916-03-26,1995-05-14,USA,US,Monessen PA,USA,US,Randallstown MD,Male,1972,Chemistry,,2,"""for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation""",National Institutes of Health,Bethesda MD,USA,1916,56,1970,for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation
242,Stanford,Moore,1913-09-04,1982-08-23,USA,US,Chicago IL,USA,US,New York NY,Male,1972,Chemistry,,4,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",Rockefeller University,New York NY,USA,1913,59,1970,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
243,William H.,Stein,1911-06-25,1980-02-02,USA,US,New York NY,USA,US,New York NY,Male,1972,Chemistry,,4,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",Rockefeller University,New York NY,USA,1911,61,1970,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule
244,Ernst Otto,Fischer,1918-11-10,2007-07-23,Germany,DE,Munich,Germany,DE,Munich,Male,1973,Chemistry,,2,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",Technical University,Munich,Germany,1918,55,1970,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds
245,Geoffrey,Wilkinson,1921-07-14,1996-09-26,United Kingdom,GB,Todmorden,United Kingdom,GB,London,Male,1973,Chemistry,,2,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",Imperial College,London,United Kingdom,1921,52,1970,for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds
